Molecular Weight,Isoelectric Point,Net Charge,Average Hydropathy Value,Aliphatic index,DNA Hits,RNA Hits,Class
11707.3105,5.034294128,-5.005785242,-0.255555556,86.94444444,0,0,nonDRNA
37830.8017,7.255653381,0.617717058,0.029943503,94.97175141,0,4,nonDRNA
36595.9084,8.524040222,4.517045944,-0.175522388,80.17910448,4,0,nonDRNA
35704.5633,7.226493835,0.512751097,-0.362037037,67.87037037,4,0,nonDRNA
43386.5018,6.019950867,-4.494631296,-0.200254453,76.5394402,6,0,nonDRNA
24867.4138,4.946708679,-8.98344277,-0.342792793,98.82882883,0,0,nonDRNA
40276.3583,6.504234314,-1.474970693,-0.304098361,81.69398907,0,0,nonDRNA
28657.6537,4.94393158,-10.78307212,-0.065037594,76.72932331,10,0,nonDRNA
36808.2579,5.30922699,-5.834769732,0.086604361,103.8629283,80,0,nonDRNA
9102.9083,4.579490662,-5.260390676,-1.007317073,7.195121951,0,0,nonDRNA
55011.281,5.781974792,-8.172150191,-0.405443548,77.25806452,0,28,nonDRNA
67152.716,7.26815033,0.943140648,0.040570523,84.99207607,2,6,nonDRNA
67276.8524,7.272636414,0.951053636,0.02725832,84.37400951,2,6,nonDRNA
75632.8659,6.191596985,-5.274207498,-0.385568513,74.78134111,3,2,nonDRNA
26625.4177,7.094688416,0.131238351,-0.150403226,87.2983871,0,0,nonDRNA
13774.7615,7.151405334,0.2091887,-0.151937984,71.86046512,0,0,nonDRNA
54367.6388,5.854820251,-4.740914255,0.007554672,86.81908549,0,0,nonDRNA
26698.4964,9.302696228,3.413682009,-0.035687732,82.41635688,0,0,nonDRNA
47526.2967,8.744606018,6.900503125,-0.391686461,78.76484561,0,0,nonDRNA
7222.6085,8.472450256,0.79971103,0.686153846,130.4615385,0,20,nonDRNA
33640.6367,6.419532776,-1.622707856,-0.558278146,75.56291391,2,0,nonDRNA
14710.7538,5.311897278,-3.957397632,-0.037313433,83.65671642,0,0,nonDRNA
35900.6399,7.661003113,1.417159078,-0.418711656,66.19631902,0,0,nonDRNA
35940.5611,7.176292419,0.35059933,-0.422629969,68.99082569,0,0,nonDRNA
20345.7321,6.409812927,-1.610980343,-0.704545455,68.23863636,0,0,nonDRNA
22204.0403,8.460273743,4.648669632,-0.300966184,53.76811594,0,0,nonDRNA
11576.3549,4.640586853,-5.117368411,-0.038095238,89.23809524,0,0,nonDRNA
49164.5426,6.12046051,-5.037298151,0.229933481,92.15077605,0,20,nonDRNA
40127.5397,7.9426651,2.574129974,0.065333333,88.82666667,0,0,nonDRNA
50145.7183,4.720695496,-22.80746381,-0.120518359,78.76889849,0,0,nonDRNA
53451.4008,5.362419128,-14.73813784,-0.137074148,77.9759519,0,0,nonDRNA
20057.8564,9.380241394,12.05218328,-0.3625,70.97826087,4,0,nonDRNA
40270.6602,5.558631897,-9.292064256,-0.611911357,65.45706371,0,0,nonDRNA
10273.7363,9.5573349,5.935551968,-0.151578947,66.63157895,0,0,nonDRNA
3417.9,8.042854309,0.828398042,-0.303125,82.1875,0,0,nonDRNA
8883.1845,6.762290955,-0.164681534,0.119767442,88.72093023,0,0,nonDRNA
75695.5172,5.38004303,-34.8480208,-0.593607306,73.57686454,12,0,nonDRNA
27098.9274,4.671669006,-15.73195127,-0.376422764,73.33333333,0,0,nonDRNA
8455.8822,8.184165955,0.841641315,0.623809524,113.8095238,0,2,nonDRNA
20652.1698,7.705970764,0.880012628,-0.443093923,68.95027624,0,0,nonDRNA
71910.2934,6.484046936,-4.156244186,-0.27101227,78.20552147,4,1,nonDRNA
68254.9821,4.335853577,-41.98204039,0.020846395,92.05329154,1,0,nonDRNA
7310.1967,4.329978943,-3.234677663,-0.056521739,87.82608696,0,1,nonDRNA
19968.5863,5.811882019,-2.902189975,-0.259550562,82.13483146,0,0,nonDRNA
16523.6365,5.485466003,-4.77916129,-0.162666667,80.8,0,0,nonDRNA
7510.6289,7.703941345,0.865765416,-0.696923077,67.38461538,0,0,nonDRNA
24164.8871,7.056556702,0.078779147,-0.517351598,66.25570776,4,0,nonDRNA
27040.8343,8.984397888,3.035028924,-0.044308943,100.7317073,0,10,nonDRNA
27068.8477,9.004798889,3.036017925,-0.046747967,100.7317073,0,10,nonDRNA
25890.5727,9.260505676,4.851570799,0.136514523,98.38174274,0,9,nonDRNA
10575.56,4.381568909,-7.071496361,-0.402083333,69.0625,0,0,nonDRNA
15342.3432,5.297691345,-5.791908503,-0.392537313,79.32835821,0,0,nonDRNA
16135.2253,6.301933289,-2.460545125,-0.334722222,79.23611111,0,0,nonDRNA
9352.3216,4.238014221,-8.992610594,-0.15505618,82.47191011,0,0,nonDRNA
79928.0411,6.105079651,-5.9269989,-0.061955086,83.88375165,4,0,nonDRNA
34681.7233,5.428535461,-8.488704019,-0.483606557,75.80327869,0,2,nonDRNA
25343.7508,5.020835876,-10.54043529,-0.003964758,97.75330396,0,0,nonDRNA
19296.9709,8.676887512,3.335925195,-0.295375723,80.57803468,0,0,nonDRNA
19346.0003,8.687675476,3.249740008,-0.3,80,0,0,nonDRNA
12371.9255,5.201881409,-3.920921341,-0.349565217,60.17391304,0,0,nonDRNA
12241.8932,8.49584198,1.998604254,-0.569642857,63.75,0,3,nonDRNA
37158.6319,6.111595154,-3.453300702,-0.502994012,74.43113772,0,0,nonDRNA
7837.3871,4.412864685,-9.831707793,-0.752112676,45.49295775,0,0,nonDRNA
21068.6431,5.444129944,-3.932010218,-0.546994536,65.0273224,0,0,nonDRNA
72249.809,8.424278259,10.62891881,-0.428726708,75.74534161,1,0,nonDRNA
38379.2166,5.59249115,-6.464278067,0.380409357,91.02339181,0,20,nonDRNA
11331.9778,3.857872009,-15.92662759,-0.472380952,45.52380952,0,0,nonDRNA
27648.0452,6.743278503,-0.563597328,-0.80167364,65.56485356,0,0,nonDRNA
12521.9163,5.859840393,-4.522998082,-0.787387387,43.87387387,0,0,nonDRNA
5877.4765,4.57724762,-4.973969235,0.01509434,73.58490566,0,0,nonDRNA
5928.5187,4.353370667,-5.062142424,-0.030188679,77.16981132,0,0,nonDRNA
31536.5897,3.954856873,-33.93179477,-0.057142857,76.57807309,0,0,nonDRNA
34594.1853,9.199516296,7.373617169,-0.581677019,63.94409938,4,0,nonDRNA
25389.399,6.999412537,-8.82E-04,-0.168067227,71.2605042,0,0,nonDRNA
21260.0904,9.360374451,9.118274634,-0.339267016,61.83246073,0,1,nonDRNA
23177.1471,5.772789001,-5.44822743,0.04841629,85.38461538,0,0,nonDRNA
24409.476,6.997489929,-0.003774613,-0.111255411,80.60606061,0,0,nonDRNA
11008.2992,7.573417664,0.65289384,-0.411650485,52.13592233,0,0,nonDRNA
27337.6911,5.113761902,-7.790512301,-0.113438735,79.72332016,0,0,nonDRNA
102177.317,8.911231995,14.80346995,-0.382869855,87.10789766,46,16,nonDRNA
72993.4084,5.466346741,-18.54164569,-0.220592593,80.85925926,0,7,nonDRNA
26939.7329,6.325004578,-2.462622154,-0.386307054,74.93775934,0,8,nonDRNA
15926.1991,6.766456604,-0.546562791,-0.018493151,95.47945205,0,0,nonDRNA
23020.6747,6.270423889,-3.256028646,-0.703,76.25,0,0,nonDRNA
35735.1179,5.281455994,-8.73786708,-0.073417722,83.92405063,0,0,nonDRNA
30656.702,4.724861145,-18.25640393,-0.381362007,77.24014337,0,3,nonDRNA
21285.8993,4.534736633,-11.16260382,-0.560540541,68.54054054,0,0,nonDRNA
34412.8511,5.224205017,-12.16958159,0.065454545,84.06060606,0,0,nonDRNA
56017.107,6.071327209,-5.975795989,0.095049505,81.92079208,0,20,nonDRNA
14902.1477,9.303443909,4.188332264,0.186394558,90.54421769,0,0,nonDRNA
22789.5532,5.22228241,-4.078923534,0.325806452,109.3087558,9,0,nonDRNA
44447.5232,5.146446228,-12.65956215,-0.165326633,84.32160804,0,0,nonDRNA
43783.2384,6.789955139,-0.560442664,-0.390243902,90.35230352,0,0,nonDRNA
72476.778,6.283561707,-5.585410429,-0.249302326,84.93023256,22,49,nonDRNA
20165.1611,8.00717926,1.284826298,-0.093442623,93.1147541,0,0,nonDRNA
35404.2383,8.616966248,5.213452338,-0.395356037,69.87616099,6,0,nonDRNA
189980.5024,5.913673401,-15.04656502,-0.52314436,61.38515488,4,0,nonDRNA
36299.9512,5.820747375,-5.534376195,-0.115576324,94.76635514,0,0,nonDRNA
31445.1081,5.886543274,-5.437566874,-0.731386861,67.29927007,0,0,nonDRNA
34057.7521,7.27167511,0.494551301,-0.162658228,85.85443038,0,0,nonDRNA
6296.1937,9.26990509,4.714858928,-0.301612903,49.03225806,0,0,nonDRNA
4155.9949,9.303443909,5.785787079,-0.571052632,38.42105263,0,0,nonDRNA
14757.6849,4.889030457,-4.139838253,0.003007519,84.88721805,0,0,nonDRNA
13777.7275,6.068977356,-2.715653326,-0.590677966,71.01694915,24,0,nonDRNA
18725.2225,6.644264221,-0.746988476,-0.410365854,78.47560976,0,0,nonDRNA
52045.4069,7.04309845,0.165902423,-0.592017738,79.57871397,0,0,nonDRNA
44563.563,5.682106018,-7.527144441,-0.354545455,103.5561497,0,0,nonDRNA
11633.7841,8.523826599,1.109133647,0.775,120.0925926,0,0,nonDRNA
25060.5617,6.156562805,-2.729370499,-0.124229075,72.24669604,0,0,nonDRNA
59759.489,5.958427429,-6.334518476,-0.485659656,87.22753346,16,0,nonDRNA
34404.5479,4.956642151,-11.5310632,-0.401892744,71.10410095,0,0,nonDRNA
24011.9376,5.594200134,-5.671833681,-0.25990991,92.56756757,2,0,nonDRNA
23859.8705,5.927131653,-2.911717863,-0.151351351,71.53153153,0,0,nonDRNA
23872.9126,6.203453064,-1.912838624,-0.150900901,71.53153153,0,0,nonDRNA
49906.9747,5.834846497,-8.089764079,-0.660829493,80.16129032,0,0,nonDRNA
11245.6493,9.186912537,2.109256626,-0.513461538,64.90384615,0,0,nonDRNA
14560.2119,4.889350891,-6.971659065,-0.747619048,69.76190476,4,0,nonDRNA
127493.891,8.112495422,5.362689695,-0.433362989,90.99644128,8,8,nonDRNA
50063.0483,5.781867981,-6.535266436,-0.446460177,67.94247788,0,0,nonDRNA
47396.3656,5.517295837,-12.08838072,-0.360992908,70.52009456,0,0,nonDRNA
13993.9135,8.913368225,6.11627185,-0.6576,66.4,0,0,nonDRNA
28971.2344,7.030601501,0.036899019,-0.237593985,85.45112782,0,0,nonDRNA
63040.1149,6.054130554,-6.198093946,-0.345648313,79.48490231,11,6,nonDRNA
40874.2673,8.815956116,5.189375373,-0.548493151,69.94520548,3,0,nonDRNA
49802.6462,4.773246765,-20.32210794,-0.255011136,88.46325167,4,7,nonDRNA
17049.7156,6.771583557,-0.157116847,0.386956522,106.6459627,0,2,nonDRNA
44259.4242,6.097068787,-3.636012734,-0.182178218,81.65841584,6,1,nonDRNA
14271.099,9.300559998,7.771444123,-0.469767442,64.34108527,0,0,nonDRNA
24466.7633,9.7733078,5.152394178,-0.325225225,90.4954955,0,10,nonDRNA
12216.7682,6.79914093,-0.53393982,-0.760550459,44.7706422,0,0,nonDRNA
45615.3066,5.796287537,-3.01968636,-0.242716049,84.81481481,0,0,nonDRNA
24131.1088,6.483940125,-0.882448514,-0.467942584,83.87559809,0,1,nonDRNA
10491.795,4.32207489,-9.052545045,0.057575758,85.45454545,0,0,nonDRNA
65161.6177,5.318840027,-12.37820144,-0.259296482,78.30820771,0,2,nonDRNA
11013.1335,4.937522888,-3.177883589,-0.446534653,75.34653465,0,0,nonDRNA
40200.866,5.907264709,-5.434623434,-0.594117647,72.46498599,0,0,nonDRNA
52935.4755,4.198280334,-34.67212197,-0.16714876,78.98760331,0,0,nonDRNA
14826.9015,7.530906677,0.782564914,-0.040875912,68.46715328,0,0,nonDRNA
53531.9433,5.609367371,-14.75853185,-0.339880952,71.03174603,5,1,nonDRNA
41275.6046,6.501777649,-2.391917872,-0.293296089,96.48044693,0,0,nonDRNA
65853.6701,6.251197815,-5.886673164,-0.047368421,78.30592105,0,0,nonDRNA
43135.5733,6.280464172,-3.541597467,-0.313984169,91.63588391,0,0,nonDRNA
71988.5634,6.589149475,-2.341640086,-0.176875957,88.2388974,0,4,nonDRNA
70340.7195,6.71988678,-1.721165016,-0.083410138,76.88172043,0,0,nonDRNA
35296.7469,9.138633728,8.343026887,-0.187076923,80.83076923,1,28,nonDRNA
19810.5768,8.549034119,2.199639366,-0.294827586,100.862069,0,0,nonDRNA
132370.4828,5.300361633,-43.62779293,-0.555289256,71.69421488,0,0,nonDRNA
38324.5515,8.226249695,3.311967867,0.012044818,93.38935574,0,2,nonDRNA
44287.7339,8.881538391,6.267724704,-0.072193878,95.20408163,0,0,nonDRNA
38946.7504,4.946601868,-15.79121378,-0.161157025,81.57024793,0,0,nonDRNA
98655.7453,4.524055481,-66.32104616,-0.544419643,76.21651786,0,0,nonDRNA
35508.9944,5.609687805,-8.58573845,-0.458805031,77.10691824,0,0,nonDRNA
23255.6528,7.70500946,0.862815838,-0.512807882,84.08866995,0,0,nonDRNA
31367.9397,6.293174744,-2.796324651,-0.76996337,70.47619048,21,0,nonDRNA
40522.4325,5.373420715,-11.67857681,-0.207365439,83.0878187,2,0,nonDRNA
40545.4347,6.236885071,-3.635248025,-0.317955801,82.01657459,0,0,nonDRNA
32806.5034,4.255958557,-36.08607989,-0.612040134,66.05351171,0,0,nonDRNA
68722.8492,5.45438385,-16.20616863,-0.610350318,61.56050955,4,0,nonDRNA
24347.5692,8.10811615,1.899129436,-0.377333333,79.82222222,0,0,nonDRNA
23399.5686,5.736366272,-3.233277459,-0.549019608,73.57843137,0,0,nonDRNA
74175.5805,8.787651062,7.385486908,0.031703704,89.6,1,1,nonDRNA
44297.2087,8.125846863,2.021008572,0.013592233,90.9223301,8,2,nonDRNA
43370.813,5.797142029,-4.106110482,-0.03308642,98.04938272,14,0,nonDRNA
101207.5986,4.972984314,-35.77066602,-0.289592275,88.17596567,16,0,nonDRNA
34062.2034,5.9220047,-3.112083501,0.064174455,98.97196262,2,0,nonDRNA
44255.9338,9.185844421,10.38973258,-0.694416244,71.62436548,3,0,nonDRNA
74605.1932,6.514167786,-3.472834968,-0.373722628,61.66423358,0,0,nonDRNA
55859.3805,7.658760071,2.68568689,-0.264670659,79.84031936,0,0,nonDRNA
311645.9003,7.917991638,10.46766562,-0.889693985,61.64966585,0,0,nonDRNA
18214.6877,9.331962585,4.826824814,-0.137724551,78.32335329,0,1,nonDRNA
43117.3263,5.853431702,-6.605781892,-0.122531646,89.94936709,8,0,nonDRNA
49398.2556,6.718818665,-1.254810744,-0.144911504,97.52212389,13,252,nonDRNA
76119.2001,5.762321472,-10.30200766,0.037199434,103.2673267,0,0,nonDRNA
25147.793,9.287956238,7.950213167,-0.750446429,75.71428571,0,0,nonDRNA
25176.8347,9.287956238,7.95528227,-0.759821429,74.41964286,0,0,nonDRNA
27245.5738,8.905036926,2.772472351,0.243295019,106.1302682,0,8,nonDRNA
40194.398,8.563560486,3.847520614,-0.279722222,82,0,0,nonDRNA
119233.0104,6.190635681,-10.09059605,-0.490019011,80.8365019,0,0,nonDRNA
119207.0552,6.191169739,-10.08690835,-0.481956315,80.94017094,0,0,nonDRNA
34217.8282,7.616569519,0.993220895,-0.415646259,63.02721088,0,0,nonDRNA
48424.6261,9.785163879,11.09871018,0.661862528,118.1374723,20,0,nonDRNA
81370.0483,5.759010315,-10.25636101,-0.68451087,60.85597826,6,1,nonDRNA
61961.9934,5.017204285,-22.35468199,-0.206315789,77.47368421,0,0,nonDRNA
50155.4726,5.576683044,-9.59323579,-0.222958057,100.1545254,0,0,nonDRNA
20801.3931,5.474143982,-5.969416387,-0.568983957,75.50802139,7,151,nonDRNA
14663.7699,5.826408386,-1.415753695,-0.436363636,70.90909091,0,0,nonDRNA
63877.032,8.792030334,7.691772646,-0.27640264,85.14851485,0,13,nonDRNA
45271.3773,5.346076965,-12.60072689,-0.396455696,79.7721519,0,0,nonDRNA
40213.6854,6.458839417,-2.466046843,-0.360393258,79.63483146,0,0,nonDRNA
11471.1913,5.902458191,-1.383246566,-0.667346939,89.48979592,0,0,nonDRNA
56720.3622,8.076072693,2.31719774,-0.616122841,64.3378119,5,0,nonDRNA
22326.2337,4.516685486,-14.41184302,-0.479274611,76.26943005,13,0,nonDRNA
42153.7598,8.520195007,3.491419145,-0.244892473,87.87634409,2,2,nonDRNA
72285.3012,5.795539856,-12.87539147,-0.366982622,81.92733017,0,2,nonDRNA
46588.3286,8.608634949,4.922910147,-0.332066508,76.81710214,8,0,nonDRNA
33233.3589,5.885475159,-2.36021093,-0.173986486,92.2972973,0,0,nonDRNA
92565.5292,8.1929245,5.406055742,-0.551030303,75.56363636,0,0,nonDRNA
17316.6559,5.12978363,-4.384057808,-0.418300654,76.53594771,4,8,nonDRNA
15205.2255,5.46282196,-5.068424646,-0.402238806,72.08955224,0,0,nonDRNA
73451.3217,8.560249329,7.646393953,-0.134961832,82.48854962,0,0,nonDRNA
70548.5517,8.37664032,5.826005636,-0.141587302,80.19047619,0,0,nonDRNA
79150.4238,8.824287415,7.978574314,0.276965517,109.2413793,3,3,nonDRNA
22271.0464,5.156059265,-8.97791954,-0.617801047,68.42931937,0,0,nonDRNA
71950.1643,6.51235199,-3.634123848,-0.289026275,79.70633694,0,2,nonDRNA
21782.1553,5.827690125,-2.345022092,-0.366321244,83.83419689,0,0,nonDRNA
37375.6774,5.815086365,-6.635661396,-0.002616279,93.05232558,0,0,nonDRNA
57328.8483,4.845451355,-19.32083926,-0.008759124,96.86131387,0,0,nonDRNA
35888.7797,5.528938293,-4.30858416,-0.427586207,84.45141066,0,0,nonDRNA
57169.0577,5.212348938,-18.41178013,-0.348622047,87.51968504,7,0,nonDRNA
58240.459,7.03540802,0.075689712,-1.315667311,46.84719536,104,4,nonDRNA
76631.836,5.611076355,-8.764251024,-0.234920635,85.20923521,0,0,nonDRNA
36564.6059,8.168998718,2.445341026,0.043072289,107.0783133,0,0,nonDRNA
36450.501,8.448951721,3.005091682,0.063855422,110,0,0,nonDRNA
35773.0267,8.912193298,4.915668184,-0.457654723,86.35179153,0,0,nonDRNA
18518.061,9.871040344,8.165235297,0.468047337,118.8757396,0,1,nonDRNA
49955.4827,5.361671448,-8.952623925,0.079460581,101.4937759,0,0,nonDRNA
31516.4048,8.395759583,2.741305531,-0.104482759,87.27586207,0,0,nonDRNA
21066.0839,8.393516541,1.836247398,-0.297883598,73.80952381,0,0,nonDRNA
42272.2339,6.035545349,-4.713693802,-0.075255102,90.89285714,0,0,nonDRNA
84436.8912,7.288230896,1.218532607,-0.360052219,78.4464752,0,0,nonDRNA
43088.5764,8.47063446,4.236173154,-0.14765625,91.43229167,4,62,nonDRNA
63126.0625,7.789390564,2.380315278,-0.339605735,82.50896057,0,0,nonDRNA
63147.1266,8.424598694,4.362382963,-0.344444444,83.2078853,0,0,nonDRNA
62766.9213,8.139305115,3.36252706,-0.294265233,85.50179211,0,0,nonDRNA
16435.0522,9.466651917,5.088117282,0.410191083,108.9171975,0,1,nonDRNA
46485.1505,8.506736755,3.931568616,-0.296437055,78.90736342,0,2,nonDRNA
34360.117,8.809654236,5.796649192,0.196923077,97.53846154,0,4,nonDRNA
21750.2701,9.62462616,7.050431593,-0.183068783,92.91005291,4,8,nonDRNA
35981.5817,5.09261322,-11.8402057,-0.243243243,83.9039039,0,1,nonDRNA
32169.4548,5.763175964,-5.786526526,-0.035785953,86.85618729,0,29,nonDRNA
23408.5497,6.242225647,-1.294979426,-0.624271845,74.75728155,0,0,nonDRNA
106093.1264,6.161476135,-9.326046651,-0.372181243,80.2739726,0,2,nonDRNA
32369.5746,5.218437195,-9.861899926,-0.095652174,83.57859532,0,29,nonDRNA
59919.9637,7.073432922,0.374502748,-0.467358491,81.18867925,0,0,nonDRNA
55482.0427,7.07749176,0.387526064,-0.423265306,82.85714286,0,0,nonDRNA
171295.2871,5.956077576,-22.73954642,-0.348619529,87.50841751,3,112,nonDRNA
59024.2902,5.602745056,-13.20294622,-0.298664122,80.97328244,6,0,nonDRNA
23478.4306,8.015083313,2.047255568,-0.90245098,48.43137255,0,0,nonDRNA
56858.1246,6.136802673,-2.983628792,-0.331477927,73.41650672,0,0,nonDRNA
74576.0655,9.022209167,14.55502519,-0.259292035,78.37758112,0,0,nonDRNA
92849.1395,8.562065125,12.55316241,-0.63005988,69.58083832,0,0,nonDRNA
33039.2379,6.107429504,-5.352572369,-0.365319865,75.58922559,0,0,nonDRNA
50685.2768,6.346473694,-4.944602248,-0.301106195,84.57964602,20,2,nonDRNA
37069.6974,9.02658844,8.112680882,-0.598461538,80.73846154,1,240,nonDRNA
66289.4634,5.76007843,-7.636048864,-0.201010101,84.78114478,0,0,nonDRNA
52402.7088,8.475334167,5.605702692,-0.600218341,76.20087336,0,0,nonDRNA
24423.1053,7.009559631,0.018169779,-0.265740741,87.96296296,0,6,nonDRNA
49927.2327,6.439186096,-2.536358266,-0.168,78.15555556,0,0,nonDRNA
16885.6218,5.812309265,-5.755231891,-0.181879195,91.00671141,0,0,nonDRNA
71443.4956,6.355979919,-4.952184202,-0.259247649,81.94357367,0,0,nonDRNA
19756.3767,5.402793884,-4.24985467,-0.141935484,88.70967742,0,0,nonDRNA
30959.6752,8.74054718,3.046037183,-0.231386861,85.47445255,0,0,nonDRNA
28730.1882,5.696418762,-5.868551752,-0.150579151,99.4980695,0,0,nonDRNA
247215.6056,7.865867615,9.157119496,0.047154116,90.12697023,0,0,nonDRNA
9278.8459,8.005256653,0.588743595,-0.041666667,91.54761905,4,8,nonDRNA
53837.6334,5.452033997,-10.68073692,-0.10203252,98.35365854,1,1,nonDRNA
52735.5589,5.941123962,-8.239701505,-0.235208333,84.39583333,1,28,nonDRNA
36538.9723,6.514595032,-1.71765896,-0.264,92.73846154,0,0,nonDRNA
38617.8927,6.15763092,-3.724488307,-0.198550725,91.24637681,0,0,nonDRNA
15486.5308,6.816444397,-0.243809818,0.072789116,76.93877551,0,0,nonDRNA
34143.0036,4.941795349,-9.27130826,0.139130435,94.25465839,1,0,nonDRNA
17780.9769,4.95375824,-7.229623172,-0.211042945,83.25153374,0,0,nonDRNA
45935.2683,8.215995789,2.123660979,-0.278398058,79.5631068,0,0,nonDRNA
57240.3654,6.729927063,-0.812188842,-0.196353167,91.20921305,0,0,nonDRNA
29178.4265,9.297996521,9.165831069,-0.629457364,73.33333333,11,499,nonDRNA
23826.2859,5.246742249,-5.300291909,0.013963964,91.48648649,0,0,nonDRNA
101472.9079,4.962837219,-37.5951121,-0.282725322,90.56866953,15,0,nonDRNA
88495.4771,9.318824768,27.22729774,-0.556641604,71.36591479,0,1,nonDRNA
21445.6702,5.503730774,-3.361421107,-0.170103093,84.48453608,0,4,nonDRNA
19520.8823,5.198997498,-7.969664309,-0.338251366,78.30601093,0,0,nonDRNA
103970.7747,8.171455383,6.869269585,-0.399451153,83.81997805,15,0,nonDRNA
140944.3712,6.578681946,-8.67816561,-0.314469697,83.84848485,0,0,nonDRNA
10758.4413,10.7326889,10.59324552,-0.681318681,86.81318681,1,56,nonDRNA
16993.4762,6.148872375,-2.086353398,0.221875,100.5,0,0,nonDRNA
28241.1567,5.466880798,-4.213608457,0.020973783,80.11235955,6,12,nonDRNA
66801.7881,5.700584412,-11.31166837,-0.214662273,91.00494234,16,1,nonDRNA
71986.6643,5.994636536,-12.30732142,-0.407142857,77.3136646,0,0,nonDRNA
52645.8177,5.937492371,-7.403569951,-0.141041667,87.04166667,1,34,nonDRNA
56102.6568,5.391899109,-11.82013482,-0.441955193,76.6191446,0,2,nonDRNA
40478.9531,8.781455994,3.764178339,-0.012727273,87.58441558,0,0,nonDRNA
63754.4528,6.536811829,-1.715658908,-0.057142857,86.26890756,0,4,nonDRNA
30110.3964,6.260383606,-4.518029699,-0.566666667,65.40229885,0,0,nonDRNA
42414.19,6.2186203,-3.722288286,-0.307427056,79.17771883,0,0,nonDRNA
44408.6366,4.956748962,-20.47358771,-0.754353562,81.82058047,0,0,nonDRNA
33934.3347,8.166755676,2.844230638,0.034193548,92.80645161,0,0,nonDRNA
17399.0058,7.71056366,0.74631041,0.074233129,100.6134969,0,0,nonDRNA
51738.4444,5.799491882,-5.851980688,-0.160767591,97.37739872,10,0,nonDRNA
15657.6639,4.332008362,-10.43438356,-0.193877551,65.78231293,0,0,nonDRNA
52877.4556,5.928199768,-5.737757051,-0.121991701,92.9253112,0,7,nonDRNA
19532.1933,5.721626282,-5.797186414,-0.35872093,74.18604651,0,0,nonDRNA
130277.5634,5.088127136,-48.96185328,-0.541652174,75.2,0,0,nonDRNA
71669.9538,4.985801697,-40.61041754,-0.748095238,66.0952381,0,0,nonDRNA
76281.2445,7.829978943,2.792172883,-0.554931715,75.85735964,0,0,nonDRNA
119545.2411,5.19707489,-33.89489519,-0.540190476,80.18095238,3,4,nonDRNA
46797.3572,6.187858582,-4.497779997,-0.58960396,82.77227723,0,0,nonDRNA
46816.4927,6.31186676,-3.500590459,-0.566584158,84.45544554,0,0,nonDRNA
159000.46,7.33266449,2.451256068,-0.602117149,73.83203952,23,0,nonDRNA
39233.392,6.204841614,-2.888911997,0.001671309,89.38718663,0,0,nonDRNA
60556.4005,9.26499176,17.41641955,-0.437793852,75.51537071,0,2,nonDRNA
40689.5609,8.531837463,3.839008686,-0.399457995,73.06233062,0,0,nonDRNA
40863.8638,7.549064636,0.934027658,-0.427717391,74.75543478,0,0,nonDRNA
72930.5714,6.646400452,-2.594502481,-0.270225564,76.90225564,0,1,nonDRNA
51821.7895,5.763710022,-8.545353381,-0.373509934,84.83443709,0,0,nonDRNA
27915.7884,6.592033386,-0.396598316,-0.46329588,62.80898876,0,0,nonDRNA
25822.7397,6.022087097,-3.01287326,-0.124137931,92.06896552,8,6,nonDRNA
21867.4574,5.157981873,-3.40227212,-0.430890052,72.46073298,0,0,nonDRNA
17839.436,5.538871765,-5.961283845,-0.232704403,86.98113208,0,0,nonDRNA
17813.3548,5.538871765,-5.961283845,-0.26163522,84.52830189,0,0,nonDRNA
35117.3579,6.22983551,-4.40740307,-0.225396825,77.65079365,0,0,nonDRNA
35187.1414,6.718818665,-0.79660186,-0.285759494,88.03797468,0,0,nonDRNA
225197.7503,4.890953064,-104.8288478,0.014446529,92.98780488,0,12,nonDRNA
14856.8419,5.089942932,-5.273867393,-0.26962963,73.77777778,0,0,nonDRNA
14743.7388,5.318412781,-3.363293103,-0.114814815,83.85185185,0,0,nonDRNA
14715.7031,5.298973083,-3.364982804,-0.151111111,78.07407407,0,0,nonDRNA
256281.621,6.877540588,-1.565349901,-0.201780287,77.5640469,2,3,nonDRNA
256161.4045,6.488746643,-8.646076467,-0.18083442,78.52672751,4,3,nonDRNA
454215.1916,6.239982605,-22.89014482,0.142154223,93.02080783,0,0,nonDRNA
131117.2274,8.199119568,8.887304067,-0.385169124,79.55767563,0,26,nonDRNA
44714.9504,6.278648376,-3.578419443,-0.396640827,82.60981912,0,2,nonDRNA
15197.93,5.619087219,-2.311176429,0.788965517,123.1724138,0,0,nonDRNA
17556.8946,5.343193054,-4.224484342,-0.119879518,92.1686747,0,0,nonDRNA
63146.7874,6.909690857,-0.490150472,0.490812721,91.16607774,2,4,nonDRNA
38608.8032,5.925743103,-8.153908434,-0.471216617,96.37982196,0,4,nonDRNA
62439.0355,6.452644348,-4.427593848,0.510394265,93.5125448,2,4,nonDRNA
40159.8119,6.187217712,-3.697750009,-0.421629213,82.44382022,0,0,nonDRNA
57710.8571,7.138053894,0.734530242,-0.67007722,56.48648649,28,0,nonDRNA
62635.058,8.010704041,2.512208952,-0.366492147,67.60907504,2,9,nonDRNA
26227.3021,8.783912659,3.029765252,-0.289519651,88.20960699,0,0,nonDRNA
31546.0838,8.826850891,7.74270774,-0.358992806,74.74820144,1,0,nonDRNA
